measures,,ID,countx,Repeats or deletes,Data Name,Target No.,Group Traits,L*(D65),a*(D65),b*(D65),dL*(D65),da*(D65),db*(D65),dE*ab(D65),Judgement,360nm,370nm,380nm,390nm,400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,710nm,720nm,730nm,740nm,ID,count,Idx,countx
21,Forearm_inner,153,17,,153_#0017,------,SCE,67.71,6.65,18.11,------,------,------,------,------,18.21,18.21,18.21,18.21,18.21,18.12,18.01,18.64,21.1,25.15,28.32,30.07,31.11,31.98,33.11,34.26,35.02,35.04,34.72,34.69,35.29,36.08,37.79,41.93,46.76,50.15,52.01,53.03,53.81,54.4,54.9,55.48,56.05,56.54,56.8,56.8,56.8,56.8,56.8,153,17,153,17
21,Tricep,153,18,,153_#0018,------,SCE,63.69,9.03,22.67,------,------,------,------,------,12.94,12.94,12.94,12.94,12.94,13.21,13.44,14.18,16.06,18.77,20.9,22.31,23.45,24.55,25.92,27.37,28.49,29.1,29.55,30.23,31.27,32.31,34.11,38.09,42.33,45.33,47.2,48.52,49.65,50.65,51.49,52.37,53.11,53.79,54.27,54.27,54.27,54.27,54.27,153,18,153,18
21,Shoulder,153,19,,153_#0019,------,SCE,67.21,6.69,20.51,------,------,------,------,------,16.09,16.09,16.09,16.09,16.09,16.3,16.47,17.28,19.69,23.26,25.91,27.61,28.82,29.99,31.44,32.92,33.95,34.21,34.25,34.64,35.45,36.25,37.89,42,46.35,49.26,50.94,51.97,52.79,53.51,54.07,54.71,55.23,55.69,55.96,55.96,55.96,55.96,55.96,153,19,153,19
21,Cheek_L,153,20,,153_#0020,------,SCE,59.78,15.36,18.98,------,------,------,------,------,12.53,12.53,12.53,12.53,12.53,12.94,13.24,14.05,15.64,17.34,18.71,19.84,20.77,21.67,22.91,24.09,24.27,23.42,22.95,23.69,24.69,24.27,25.3,32.59,40.88,45.86,48.64,50.33,51.63,52.71,53.58,54.45,55.21,55.83,56.28,56.28,56.28,56.28,56.28,153,20,153,20
21,Cheek_R,153,21,,153_#0021,------,SCE,57.75,16.27,19.46,------,------,------,------,------,10.69,10.69,10.69,10.69,10.69,11.31,11.79,12.58,13.99,15.48,16.77,17.84,18.8,19.71,20.83,21.92,22.09,21.24,20.75,21.58,22.59,22.08,22.93,29.99,38.34,43.46,46.42,48.3,49.78,51.06,52.08,53.09,53.95,54.75,55.32,55.32,55.32,55.32,55.32,153,21,153,21
21,Forehead,153,22,,153_#0022,------,SCE,57.65,13.84,18.22,------,------,------,------,------,12.75,12.75,12.75,12.75,12.75,12.64,12.65,13.26,14.61,16.02,17.11,18.08,18.66,19.51,20.93,22.4,22.87,22.21,21.68,21.99,22.67,22.6,23.63,29.51,36.11,40.67,43.67,45.44,46.72,47.82,48.63,49.58,50.46,51.32,51.76,51.76,51.76,51.76,51.76,153,22,153,22
21,Palm,155,2,,155_#0002,------,SCE,65.72,11.02,15.28,------,------,------,------,------,19.17,19.17,19.17,19.17,19.17,17.78,17.25,18.11,20.85,24.77,27.79,29.8,31.12,32.32,33.69,34.57,33.47,30.67,28.76,29.4,30.5,29.04,29.92,38.88,48.44,53.49,55.77,56.87,57.53,58.01,58.26,58.59,58.88,59.1,59.06,59.06,59.06,59.06,59.06,155,2,155,2
21,Forearm_inner,155,3,,155_#0003,------,SCE,71.61,4.21,13.75,------,------,------,------,------,26.11,26.11,26.11,26.11,26.11,25.02,24.34,25.04,28.16,32.79,35.98,37.56,38.41,39.37,40.51,41.37,41.59,41.1,40.46,40.34,40.81,41.07,42.41,46.5,50.88,53.7,55.11,55.85,56.32,56.74,57.02,57.43,57.77,58.03,58.08,58.08,58.08,58.08,58.08,155,3,155,3
21,Tricep,155,4,,155_#0004,------,SCE,66.77,7.81,17.64,------,------,------,------,------,18.45,18.45,18.45,18.45,18.45,18.29,18.3,19.3,21.71,24.48,26.55,28.04,29.3,30.64,32.19,33.5,33.81,33.11,32.72,33.53,34.6,34.23,35.28,41.04,46.75,49.82,51.45,52.43,53.13,53.71,54.15,54.56,54.84,55.08,55.14,55.14,55.14,55.14,55.14,155,4,155,4
21,Shoulder,155,5,,155_#0005,------,SCE,67.86,6.81,17.04,------,------,------,------,------,19.24,19.24,19.24,19.24,19.24,18.7,18.43,19.17,21.78,25.87,29.12,31.03,32.32,33.55,34.92,35.91,35.9,34.86,33.95,34.19,35.01,35.02,36.41,41.99,47.86,51.35,53.06,54.01,54.65,55.27,55.65,56.16,56.55,56.85,56.95,56.95,56.95,56.95,56.95,155,5,155,5
21,Cheek_L,155,6,,155_#0006,------,SCE,65.16,13.09,15.17,------,------,------,------,------,19.67,19.67,19.67,19.67,19.67,19.31,19.02,19.78,21.93,24.27,26.13,27.42,28.44,29.52,30.8,31.65,31.13,29.58,28.71,29.24,30.27,29.95,31.18,38.93,47.56,52.61,55.22,56.58,57.52,58.28,58.8,59.36,59.86,60.25,60.45,60.45,60.45,60.45,60.45,155,6,155,6
21,Cheek_R,155,7,,155_#0007,------,SCE,63.53,14.46,14.53,------,------,------,------,------,18.99,18.99,18.99,18.99,18.99,18.88,18.68,19.31,21.1,22.98,24.52,25.66,26.55,27.54,28.66,29.43,28.91,27.42,26.63,27.22,28.19,27.72,28.78,36.65,45.8,51.11,53.73,55.17,56.14,56.86,57.43,57.99,58.5,58.88,59.07,59.07,59.07,59.07,59.07,155,7,155,7
21,Forehead,155,8,,155_#0008,------,SCE,67.18,10.94,14.59,------,------,------,------,------,22.07,22.07,22.07,22.07,22.07,21.17,20.66,21.56,24.17,26.85,28.83,30.24,31.27,32.46,33.91,34.88,34.36,32.78,31.8,32.19,33.1,32.73,33.82,41.02,48.97,53.78,56.42,57.89,58.77,59.52,59.95,60.49,60.97,61.4,61.57,61.57,61.57,61.57,61.57,155,8,155,8
21,Palm,155,9,,155_#0009,------,SCE,66.58,9.88,15.42,------,------,------,------,------,19.78,19.78,19.78,19.78,19.78,18.35,17.85,18.83,21.69,25.66,28.63,30.62,31.89,33.11,34.57,35.55,34.67,32.12,30.36,30.99,32.06,30.69,31.58,39.97,48.79,53.51,55.69,56.74,57.42,57.94,58.21,58.55,58.85,59.07,59.04,59.04,59.04,59.04,59.04,155,9,155,9
21,Forearm_inner,155,10,,155_#0010,------,SCE,71.82,3.69,13.74,------,------,------,------,------,26.2,26.2,26.2,26.2,26.2,25.19,24.55,25.32,28.53,33.18,36.21,37.67,38.52,39.5,40.67,41.62,41.95,41.53,40.98,41,41.51,41.7,42.89,46.91,50.95,53.36,54.52,55.12,55.53,55.9,56.16,56.49,56.79,57.04,57.07,57.07,57.07,57.07,57.07,155,10,155,10
21,Tricep,155,11,,155_#0011,------,SCE,67.8,6.73,18.2,------,------,------,------,------,18.91,18.91,18.91,18.91,18.91,18.77,18.7,19.52,21.88,25.14,27.64,29.25,30.5,31.8,33.35,34.6,35.12,34.83,34.62,35.08,35.98,36.28,37.66,42.42,47.33,50.32,51.94,52.87,53.54,54.06,54.46,54.92,55.28,55.58,55.67,55.67,55.67,55.67,55.67,155,11,155,11
21,Shoulder,155,12,,155_#0012,------,SCE,70.79,4.87,17.21,------,------,------,------,------,22,22,22,22,22,21.5,21.27,22.26,25.28,29.3,32.08,33.77,34.98,36.29,37.92,39.25,39.79,39.49,39.18,39.58,40.38,40.54,41.82,46.35,50.82,53.4,54.74,55.51,56.09,56.65,57.03,57.48,57.84,58.13,58.18,58.18,58.18,58.18,58.18,155,12,155,12
21,Cheek_L,155,13,,155_#0013,------,SCE,65.12,13.08,15.82,------,------,------,------,------,19.02,19.02,19.02,19.02,19.02,18.78,18.58,19.4,21.63,23.91,25.65,26.94,27.96,29.07,30.39,31.37,30.95,29.52,28.76,29.39,30.46,30.11,31.29,39.13,47.68,52.53,55.04,56.37,57.35,58.08,58.63,59.18,59.67,60.05,60.23,60.23,60.23,60.23,60.23,155,13,155,13
21,Cheek_R,155,14,,155_#0014,------,SCE,63.89,13.95,14.7,------,------,------,------,------,19.03,19.03,19.03,19.03,19.03,18.87,18.66,19.33,21.22,23.27,24.89,26.05,26.99,27.99,29.13,29.92,29.41,27.95,27.16,27.71,28.68,28.32,29.42,37.04,45.92,51.16,53.86,55.29,56.23,57.03,57.57,58.17,58.68,59.11,59.35,59.35,59.35,59.35,59.35,155,14,155,14
21,Forehead,155,15,,155_#0015,------,SCE,67.06,10.79,14.72,------,------,------,------,------,21.86,21.86,21.86,21.86,21.86,21.08,20.6,21.55,24.12,26.67,28.53,29.86,30.85,32.06,33.52,34.53,34.15,32.68,31.82,32.26,33.19,32.89,33.94,40.95,48.65,53.24,55.82,57.2,58.11,58.81,59.28,59.78,60.28,60.71,60.83,60.83,60.83,60.83,60.83,155,15,155,15
21,Palm,155,16,,155_#0016,------,SCE,65.98,10.18,15.38,------,------,------,------,------,19.08,19.08,19.08,19.08,19.08,17.69,17.22,18.18,21.01,25.01,28.06,30.11,31.41,32.64,34.05,34.98,33.96,31.21,29.34,30.02,31.13,29.65,30.52,39.22,48.22,53.02,55.16,56.22,56.85,57.33,57.56,57.94,58.18,58.4,58.34,58.34,58.34,58.34,58.34,155,16,155,16
21,Forearm_inner,155,17,,155_#0017,------,SCE,71.56,4.06,13.33,------,------,------,------,------,26.2,26.2,26.2,26.2,26.2,25.15,24.42,25.06,28.18,33.08,36.39,37.98,38.8,39.72,40.79,41.56,41.68,41.1,40.35,40.15,40.56,40.82,42.08,46.14,50.66,53.55,54.96,55.69,56.19,56.62,56.87,57.28,57.62,57.9,57.94,57.94,57.94,57.94,57.94,155,17,155,17
21,Tricep,155,18,,155_#0018,------,SCE,68.75,6.13,18.53,------,------,------,------,------,19.62,19.62,19.62,19.62,19.62,19.5,19.47,20.35,22.79,26.04,28.4,29.9,31.07,32.36,33.97,35.36,36.17,36.32,36.41,36.91,37.79,38.27,39.66,43.86,48.17,50.88,52.38,53.28,53.95,54.51,54.96,55.43,55.78,56.08,56.18,56.18,56.18,56.18,56.18,155,18,155,18
21,Shoulder,155,19,,155_#0019,------,SCE,69.25,6.35,17.78,------,------,------,------,------,20.1,20.1,20.1,20.1,20.1,19.68,19.57,20.61,23.46,27.06,29.71,31.47,32.77,34.23,35.85,37.2,37.52,36.73,36.16,36.87,37.89,37.66,38.9,44.58,49.93,52.77,54.19,54.99,55.66,56.22,56.68,57.13,57.5,57.78,57.83,57.83,57.83,57.83,57.83,155,19,155,19
21,Cheek_L,155,20,,155_#0020,------,SCE,63.75,14.57,14.28,------,------,------,------,------,19.2,19.2,19.2,19.2,19.2,18.75,18.4,19.11,21.18,23.41,25.15,26.39,27.37,28.39,29.53,30.24,29.47,27.61,26.56,27.07,28.02,27.39,28.37,36.5,46.16,51.92,54.92,56.48,57.54,58.34,58.9,59.44,59.92,60.32,60.51,60.51,60.51,60.51,60.51,155,20,155,20
21,Cheek_R,155,21,,155_#0021,------,SCE,63.94,13.98,14.34,------,------,------,------,------,19.44,19.44,19.44,19.44,19.44,19.27,19.04,19.69,21.56,23.54,25.08,26.23,27.11,28.08,29.21,30.01,29.5,28.02,27.18,27.79,28.8,28.3,29.34,37.13,46.08,51.26,53.83,55.23,56.15,56.88,57.36,57.92,58.38,58.75,58.94,58.94,58.94,58.94,58.94,155,21,155,21
21,Forehead,155,22,,155_#0022,------,SCE,66.38,10.21,14.91,------,------,------,------,------,20.91,20.91,20.91,20.91,20.91,20.25,19.92,20.95,23.48,25.89,27.57,28.87,29.75,30.93,32.4,33.49,33.28,32.04,31.36,31.82,32.74,32.55,33.57,40.12,47.1,51.25,53.6,54.89,55.73,56.42,56.85,57.4,57.83,58.27,58.38,58.38,58.38,58.38,58.38,155,22,155,22
21,Palm,211,2,,211_#0002,------,SCE,61.48,9.16,13.9,------,------,------,------,------,15.46,15.46,15.46,15.46,15.46,14.52,14.18,14.87,17.24,21.21,24.55,26.69,28.07,29.12,30.02,30.39,29.15,26.48,24.52,24.7,25.46,24.47,25.21,31.99,39.82,44.74,47.17,48.27,48.94,49.59,50.22,51.27,52.62,53.88,54.73,54.73,54.73,54.73,54.73,211,2,211,2
21,Forearm_inner,211,3,,211_#0003,------,SCE,62.79,8.33,17.27,------,------,------,------,------,14,14,14,14,14,14.03,14.15,14.88,17.01,20.66,23.72,25.54,26.84,27.88,28.81,29.43,29.3,28.32,27.43,27.56,28.31,28.51,29.91,34.76,40.49,44.51,46.8,48.15,49.18,50.06,50.71,51.49,52.24,52.88,53.32,53.32,53.32,53.32,53.32,211,3,211,3
21,Tricep,211,4,,211_#0004,------,SCE,58.3,11.8,20.51,------,------,------,------,------,10.11,10.11,10.11,10.11,10.11,10.28,10.54,11.24,12.76,15.18,17.44,19.01,20.35,21.5,22.6,23.42,23.47,22.62,22,22.56,23.59,23.64,24.96,30.4,36.63,40.79,43.25,44.87,46.17,47.32,48.27,49.23,50.1,50.87,51.45,51.45,51.45,51.45,51.45,211,4,211,4
21,Shoulder,211,5,,211_#0005,------,SCE,61.59,9.55,20.87,------,------,------,------,------,11.95,11.95,11.95,11.95,11.95,12.3,12.69,13.64,15.54,17.83,19.72,21.13,22.47,23.72,25.11,26.28,26.78,26.52,26.44,27.23,28.35,28.62,29.93,34.72,39.68,42.89,45.01,46.45,47.67,48.73,49.59,50.47,51.29,51.99,52.51,52.51,52.51,52.51,52.51,211,5,211,5
21,Cheek_L,211,6,,211_#0006,------,SCE,65.97,10.05,15.5,------,------,------,------,------,19.31,19.31,19.31,19.31,19.31,19.22,19.09,19.98,22.37,25.03,26.95,28.27,29.38,30.52,31.85,32.85,32.71,31.65,30.97,31.37,32.19,31.98,33.06,39.4,46.38,50.6,52.93,54.25,55.22,56.01,56.69,57.45,58.22,58.89,59.32,59.32,59.32,59.32,59.32,211,6,211,6
21,Cheek_R,211,7,,211_#0007,------,SCE,63.04,10.85,13.91,------,------,------,------,------,17.85,17.85,17.85,17.85,17.85,17.68,17.6,18.49,20.62,23,24.75,25.98,27.06,28.1,29.32,30.14,29.68,28.15,27.12,27.5,28.2,27.59,28.25,34.37,41.8,46.67,49.54,51.17,52.35,53.31,54.09,55.03,55.94,56.83,57.4,57.4,57.4,57.4,57.4,211,7,211,7
21,Forehead,211,8,,211_#0008,------,SCE,60.75,13.61,16.07,------,------,------,------,------,15.56,15.56,15.56,15.56,15.56,15.02,14.75,15.51,17.41,19.53,21.29,22.59,23.68,24.76,26.01,26.89,26.4,24.91,24,24.23,24.93,24.7,25.7,32.17,40.08,45.7,49.22,51.24,52.77,54.06,55.06,56.22,57.41,58.41,59.12,59.12,59.12,59.12,59.12,211,8,211,8
21,Palm,211,9,,211_#0009,------,SCE,61.8,9.47,14.08,------,------,------,------,------,15.62,15.62,15.62,15.62,15.62,14.62,14.27,15.03,17.48,21.45,24.75,26.86,28.27,29.31,30.31,30.74,29.46,26.68,24.69,25.02,25.83,24.67,25.36,32.55,40.73,45.65,47.99,49.06,49.7,50.3,50.92,51.92,53.17,54.34,55.1,55.1,55.1,55.1,55.1,211,9,211,9
21,Forearm_inner,211,10,,211_#0010,------,SCE,62.63,8.31,17.11,------,------,------,------,------,13.96,13.96,13.96,13.96,13.96,13.98,14.06,14.73,16.8,20.53,23.78,25.64,26.92,27.9,28.79,29.31,29.16,28.2,27.24,27.26,27.96,28.29,29.71,34.43,40.16,44.31,46.68,48.04,49.03,49.93,50.61,51.41,52.17,52.82,53.29,53.29,53.29,53.29,53.29,211,10,211,10
21,Tricep,211,11,,211_#0011,------,SCE,58.29,12.13,20.62,------,------,------,------,------,10.08,10.08,10.08,10.08,10.08,10.25,10.54,11.28,12.86,15.17,17.27,18.8,20.16,21.35,22.5,23.41,23.41,22.45,21.82,22.55,23.66,23.51,24.72,30.59,36.99,41.08,43.5,45.1,46.36,47.54,48.5,49.46,50.27,51,51.57,51.57,51.57,51.57,51.57,211,11,211,11
21,Shoulder,211,12,,211_#0012,------,SCE,61.12,9.87,21.22,------,------,------,------,------,11.64,11.64,11.64,11.64,11.64,11.96,12.33,13.24,15.03,17.28,19.1,20.49,21.83,23.09,24.48,25.69,26.2,25.93,25.87,26.67,27.8,28.1,29.4,34.29,39.28,42.48,44.58,46.07,47.31,48.42,49.29,50.23,51.07,51.79,52.35,52.35,52.35,52.35,52.35,211,12,211,12
21,Cheek_L,211,13,,211_#0013,------,SCE,65.74,10.48,15.61,------,------,------,------,------,19.06,19.06,19.06,19.06,19.06,18.88,18.73,19.61,21.99,24.73,26.7,28.08,29.22,30.33,31.65,32.63,32.46,31.19,30.36,30.89,31.83,31.39,32.43,39.25,46.59,50.83,53.2,54.54,55.47,56.29,56.91,57.69,58.43,59.05,59.48,59.48,59.48,59.48,59.48,211,13,211,13
21,Cheek_R,211,14,,211_#0014,------,SCE,63.44,10.46,14.62,------,------,------,------,------,17.45,17.45,17.45,17.45,17.45,17.36,17.33,18.19,20.36,22.96,24.87,26.21,27.34,28.42,29.65,30.5,30.1,28.64,27.61,28,28.77,28.25,29.05,35.25,42.4,47.03,49.71,51.29,52.42,53.4,54.19,55.07,56,56.82,57.41,57.41,57.41,57.41,57.41,211,14,211,14
21,Forehead,211,15,,211_#0015,------,SCE,60.5,14.15,16.02,------,------,------,------,------,15.45,15.45,15.45,15.45,15.45,14.91,14.69,15.43,17.3,19.33,21.01,22.32,23.4,24.48,25.77,26.63,26.11,24.5,23.5,23.83,24.59,24.22,25.08,31.89,40.17,45.9,49.43,51.52,53.05,54.31,55.31,56.46,57.63,58.6,59.28,59.28,59.28,59.28,59.28,211,15,211,15
21,Palm,211,16,,211_#0016,------,SCE,62.07,9.06,14.27,------,------,------,------,------,15.55,15.55,15.55,15.55,15.55,14.6,14.33,15.19,17.75,21.66,24.86,26.92,28.36,29.47,30.49,31.03,29.8,27.07,25.11,25.53,26.38,25.17,25.83,32.99,40.95,45.61,47.84,48.87,49.49,50.1,50.67,51.65,52.84,53.98,54.71,54.71,54.71,54.71,54.71,211,16,211,16
21,Forearm_inner,211,17,,211_#0017,------,SCE,62.67,7.97,16.71,------,------,------,------,------,14.26,14.26,14.26,14.26,14.26,14.25,14.32,15.01,17.1,20.81,24.03,25.84,27.09,28.08,28.93,29.47,29.29,28.36,27.43,27.44,28.1,28.39,29.77,34.32,39.88,43.92,46.3,47.66,48.68,49.56,50.2,50.98,51.75,52.44,52.91,52.91,52.91,52.91,52.91,211,17,211,17
21,Tricep,211,18,,211_#0018,------,SCE,58.28,11.96,20.89,------,------,------,------,------,10.03,10.03,10.03,10.03,10.03,10.21,10.47,11.18,12.71,15.02,17.16,18.68,20,21.17,22.31,23.2,23.34,22.52,21.98,22.64,23.71,23.77,25.06,30.58,36.76,40.79,43.22,44.79,46.14,47.3,48.28,49.25,50.16,50.92,51.52,51.52,51.52,51.52,51.52,211,18,211,18
21,Shoulder,211,19,,211_#0019,------,SCE,60.91,9.96,21.01,------,------,------,------,------,11.52,11.52,11.52,11.52,11.52,11.83,12.19,13.12,14.98,17.21,19.03,20.43,21.79,23.04,24.42,25.6,26.06,25.66,25.5,26.35,27.52,27.67,28.92,33.97,39.11,42.34,44.44,45.93,47.16,48.27,49.13,50.05,50.88,51.6,52.11,52.11,52.11,52.11,52.11,211,19,211,19
21,Cheek_L,211,20,,211_#0020,------,SCE,65.53,10.78,15.34,------,------,------,------,------,19.17,19.17,19.17,19.17,19.17,18.98,18.84,19.7,22.04,24.64,26.56,27.9,29.04,30.17,31.5,32.47,32.22,30.85,30,30.51,31.37,30.93,31.97,38.95,46.51,50.84,53.19,54.51,55.45,56.26,56.91,57.64,58.38,59.03,59.47,59.47,59.47,59.47,59.47,211,20,211,20
21,Cheek_R,211,21,,211_#0021,------,SCE,63.67,10.97,15.28,------,------,------,------,------,17.24,17.24,17.24,17.24,17.24,17.22,17.23,18.16,20.41,22.82,24.62,25.92,27.06,28.18,29.44,30.39,30.09,28.7,27.8,28.32,29.16,28.57,29.35,35.99,43.51,48,50.53,51.97,53.05,53.93,54.63,55.48,56.29,56.99,57.48,57.48,57.48,57.48,57.48,211,21,211,21
21,Forehead,211,22,,211_#0022,------,SCE,60.97,13.28,16.86,------,------,------,------,------,15.06,15.06,15.06,15.06,15.06,14.62,14.47,15.22,17.17,19.33,21.1,22.4,23.56,24.68,26.04,27.01,26.63,25.18,24.27,24.62,25.39,25.13,26.18,32.82,40.59,45.84,49.11,51.02,52.53,53.72,54.7,55.8,56.93,57.86,58.53,58.53,58.53,58.53,58.53,211,22,211,22
21,Palm,228,2,,228_#0002,------,SCE,59.39,10.92,17.22,------,------,------,------,------,13.05,13.05,13.05,13.05,13.05,12.48,12.32,13,14.84,17.64,19.96,21.72,23.11,24.25,25.61,26.76,26.25,24.1,22.51,23.03,23.95,22.83,23.62,30.64,38.27,42.9,45.31,46.58,47.43,48.07,48.53,49.01,49.52,49.96,50.14,50.14,50.14,50.14,50.14,228,2,228,2
21,Forearm_inner,228,3,,228_#0003,------,SCE,62.12,7.73,21.83,------,------,------,------,------,10.7,10.7,10.7,10.7,10.7,11.3,11.81,12.68,14.63,17.8,20.41,22.03,23.38,24.54,25.86,27.03,27.78,27.83,27.65,27.93,28.78,29.67,31.32,35.03,39.33,42.48,44.45,45.77,46.83,47.85,48.71,49.59,50.46,51.22,51.86,51.86,51.86,51.86,51.86,228,3,228,3
21,Tricep,228,4,,228_#0004,------,SCE,58.24,9.35,22.47,------,------,------,------,------,9.04,9.04,9.04,9.04,9.04,9.59,10.1,10.84,12.29,14.48,16.34,17.59,18.77,19.83,21.02,22.19,23,23.29,23.47,23.99,24.93,25.85,27.35,30.69,34.55,37.54,39.56,41.04,42.34,43.54,44.59,45.66,46.68,47.59,48.35,48.35,48.35,48.35,48.35,228,4,228,4
21,Shoulder,228,5,,228_#0005,------,SCE,58.02,9.58,23.93,------,------,------,------,------,8.92,8.92,8.92,8.92,8.92,9.48,10.02,10.81,12.12,13.74,15.11,16.17,17.25,18.34,19.67,21.01,22.15,22.87,23.56,24.45,25.56,26.56,28.05,31.1,34.32,36.75,38.6,40.06,41.38,42.67,43.76,44.94,45.99,46.94,47.77,47.77,47.77,47.77,47.77,228,5,228,5
21,Cheek_L,228,6,,228_#0006,------,SCE,65.26,8.58,20.08,------,------,------,------,------,14.54,14.54,14.54,14.54,14.54,15.41,15.96,17.1,19.35,21.73,23.41,24.66,25.84,27.1,28.8,30.41,31.23,31.3,31.43,31.79,32.6,33.43,35.03,39.68,44.39,47.41,49.37,50.64,51.69,52.65,53.44,54.31,55.15,55.84,56.39,56.39,56.39,56.39,56.39,228,6,228,6
21,Cheek_R,228,7,,228_#0007,------,SCE,64.48,8.77,21.25,------,------,------,------,------,13.37,13.37,13.37,13.37,13.37,14.19,14.77,15.89,18.01,20.33,22.03,23.26,24.48,25.76,27.44,29.06,30.03,30.32,30.61,30.99,31.79,32.77,34.41,38.67,43.15,46.3,48.39,49.75,50.85,51.92,52.78,53.72,54.6,55.38,56.02,56.02,56.02,56.02,56.02,228,7,228,7
21,Forehead,228,8,,228_#0008,------,SCE,58.95,11.37,21.32,------,------,------,------,------,11.25,11.25,11.25,11.25,11.25,11.51,11.69,12.35,13.85,15.63,16.98,18.02,18.92,19.91,21.38,22.92,23.8,23.86,23.86,24.22,25.01,25.59,27.03,31.7,36.74,40.26,42.7,44.22,45.45,46.5,47.44,48.5,49.52,50.5,51.32,51.32,51.32,51.32,51.32,228,8,228,8
21,Palm,228,9,,228_#0009,------,SCE,58.72,10.68,16.51,------,------,------,------,------,13,13,13,13,13,12.4,12.25,12.88,14.68,17.4,19.71,21.48,22.84,23.91,25.16,26.2,25.65,23.52,21.93,22.35,23.18,22.19,22.95,29.57,36.96,41.58,44.02,45.3,46.15,46.8,47.22,47.77,48.34,48.86,49.11,49.11,49.11,49.11,49.11,228,9,228,9
21,Forearm_inner,228,10,,228_#0010,------,SCE,62.34,6.72,21.31,------,------,------,------,------,10.97,10.97,10.97,10.97,10.97,11.59,12.09,12.95,14.93,18.19,20.92,22.63,23.96,25.18,26.46,27.6,28.3,28.35,28.14,28.32,29.1,30.04,31.68,35.12,39.04,41.91,43.7,44.89,45.87,46.79,47.53,48.39,49.22,50.01,50.62,50.62,50.62,50.62,50.62,228,10,228,10
21,Tricep,228,11,,228_#0011,------,SCE,58.86,9.54,22.8,------,------,------,------,------,9.21,9.21,9.21,9.21,9.21,9.75,10.23,10.97,12.46,14.75,16.72,18.07,19.27,20.38,21.62,22.8,23.6,23.86,23.97,24.47,25.4,26.35,27.98,31.54,35.65,38.73,40.76,42.26,43.53,44.72,45.76,46.86,47.88,48.76,49.49,49.49,49.49,49.49,49.49,228,11,228,11
21,Shoulder,228,12,,228_#0012,------,SCE,57.69,9.57,24.1,------,------,------,------,------,8.69,8.69,8.69,8.69,8.69,9.24,9.78,10.58,11.88,13.47,14.76,15.8,16.88,17.97,19.29,20.64,21.78,22.52,23.23,24.18,25.31,26.31,27.79,30.75,33.86,36.24,38.06,39.48,40.86,42.11,43.23,44.4,45.48,46.43,47.27,47.27,47.27,47.27,47.27,228,12,228,12
21,Cheek_L,228,13,,228_#0013,------,SCE,65.15,8.51,20.08,------,------,------,------,------,14.32,14.32,14.32,14.32,14.32,15.25,15.89,17.03,19.28,21.63,23.29,24.52,25.72,26.99,28.68,30.28,31.12,31.18,31.32,31.72,32.51,33.29,34.85,39.46,44.13,47.18,49.13,50.36,51.43,52.38,53.18,54.07,54.85,55.55,56.11,56.11,56.11,56.11,56.11,228,13,228,13
21,Cheek_R,228,14,,228_#0014,------,SCE,65.83,8.54,20.01,------,------,------,------,------,15.17,15.17,15.17,15.17,15.17,15.97,16.47,17.6,19.9,22.31,23.98,25.26,26.44,27.74,29.45,31.07,31.92,32.04,32.22,32.52,33.25,34.13,35.79,40.3,45.02,48.28,50.36,51.69,52.74,53.68,54.47,55.37,56.17,56.9,57.44,57.44,57.44,57.44,57.44,228,14,228,14
21,Forehead,228,15,,228_#0015,------,SCE,59.34,11.26,21.7,------,------,------,------,------,11.27,11.27,11.27,11.27,11.27,11.54,11.75,12.47,14.03,15.78,17.1,18.12,19.04,20.04,21.56,23.18,24.12,24.26,24.34,24.78,25.61,26.2,27.59,32.23,37.21,40.7,43.12,44.66,45.89,46.98,47.92,48.99,50.03,50.94,51.72,51.72,51.72,51.72,51.72,228,15,228,15
21,Palm,228,16,,228_#0016,------,SCE,59.21,11.31,17.17,------,------,------,------,------,13.06,13.06,13.06,13.06,13.06,12.48,12.34,13.05,14.88,17.48,19.7,21.46,22.85,24,25.38,26.54,25.99,23.78,22.2,22.81,23.75,22.56,23.29,30.46,38.25,42.95,45.38,46.68,47.53,48.24,48.65,49.19,49.69,50.15,50.34,50.34,50.34,50.34,50.34,228,16,228,16
21,Forearm_inner,228,17,,228_#0017,------,SCE,61.48,8.03,21.13,------,------,------,------,------,10.66,10.66,10.66,10.66,10.66,11.19,11.65,12.44,14.29,17.51,20.32,21.99,23.3,24.41,25.6,26.64,27.22,27.11,26.75,26.86,27.6,28.48,30.14,33.97,38.54,42.01,44.05,45.4,46.48,47.46,48.3,49.21,50.07,50.86,51.48,51.48,51.48,51.48,51.48,228,17,228,17
21,Tricep,228,18,,228_#0018,------,SCE,58.32,9.61,22.9,------,------,------,------,------,8.97,8.97,8.97,8.97,8.97,9.53,10.03,10.79,12.22,14.33,16.14,17.42,18.59,19.67,20.9,22.11,22.94,23.29,23.51,24.09,25.02,25.96,27.5,30.95,34.89,37.84,39.87,41.33,42.67,43.88,44.92,46.06,47.07,47.99,48.75,48.75,48.75,48.75,48.75,228,18,228,18
